asset_id,id1,latitude,longitude
SF05183,4977,-37.88596,144.49387
SF05184,4978,-37.88595,144.49371
SF05185,4979,-37.88583,144.49268
SF05186,4980,-37.88464,144.55212
SF05187,4981,-37.81862,144.78672
SF05188,4982,-37.81567,144.80925
SF05189,4983,-37.81566,144.8093
SF05191,4984,-37.81783,144.81325
SF05192,4985,-37.81767,144.81306
SF05193,4986,-37.81768,144.81308
SF05194,4987,-37.81653,144.81401
SF05195,4988,-37.81642,144.81385
SF05196,4989,-37.81636,144.81379
SF05197,4990,-37.81624,144.8136
SF05198,4991,-37.81621,144.81357
SF05199,4992,-37.81617,144.8135
SF05200,4993,-37.81616,144.81348
SF05201,4994,-37.81613,144.81347
SF05202,4995,-37.81578,144.81353
SF05203,4996,-37.8158,144.81383
SF05204,4997,-37.81583,144.81413
SF05205,4998,-37.81596,144.81402
SF05206,4999,-37.81598,144.81418
SF05207,5000,-37.81593,144.81534
SF05208,5001,-37.81594,144.81547
SF05209,5002,-37.81597,144.81576
SF05210,5003,-37.816,144.81618
SF05211,5004,-37.81603,144.81631
SF05212,5005,-37.81634,144.81659
SF05213,5006,-37.81644,144.81665
SF05214,5007,-37.81658,144.81685
SF05215,5008,-37.81668,144.81694
SF05216,5009,-37.81694,144.81713
SF05218,5010,-37.81743,144.81759
SF05219,5011,-37.81759,144.81771
SF05220,5012,-37.81763,144.81776
SF05221,5013,-37.81763,144.81782
SF05222,5014,-37.81784,144.81802
SF05223,5015,-37.81795,144.81806
SF05224,5016,-37.81793,144.81803
SF05225,5017,-37.81775,144.81729
SF05227,5018,-37.81816,144.81829
SF05228,5019,-37.81821,144.81837
SF05229,5020,-37.81827,144.81842
SF05230,5021,-37.81831,144.81845
SF05231,5022,-37.81842,144.81855
SF05232,5023,-37.81844,144.81859
SF05233,5024,-37.81855,144.8187
SF05234,5025,-37.8186,144.81876
SF05235,5026,-37.81811,144.82002
SF05236,5027,-37.81814,144.82032
SF05237,5028,-37.81776,144.82093
SF05238,5029,-37.81715,144.82099
SF05239,5030,-37.81719,144.82104
SF05240,5031,-37.81724,144.82108
SF05241,5032,-37.81757,144.82098
SF05242,5033,-37.81752,144.82107
SF05243,5034,-37.81786,144.82187
SF05244,5035,-37.81781,144.82182
SF05245,5036,-37.81777,144.82179
SF05246,5037,-37.81754,144.82157
SF05247,5038,-37.81728,144.82134
SF05248,5039,-37.81679,144.82052
SF05249,5040,-37.81697,144.82083
SF05250,5041,-37.8169,144.82075
SF05251,5042,-37.81715,144.82121
SF05252,5043,-37.81711,144.82118
SF05253,5044,-37.81702,144.82111
SF05254,5045,-37.81699,144.82105
SF05255,5046,-37.81691,144.821
SF05256,5047,-37.81684,144.82094
SF05257,5048,-37.81679,144.82096
SF05258,5049,-37.81679,144.8209
SF05259,5050,-37.81657,144.82053
SF05260,5051,-37.81658,144.82045
SF05261,5052,-37.81657,144.82035
SF05262,5053,-37.81668,144.82043
SF05263,5054,-37.8167,144.82048
SF05264,5055,-37.81769,144.82323
SF05265,5056,-37.81771,144.82351
SF05266,5057,-37.81775,144.8237
SF05267,5058,-37.81778,144.82375
SF05268,5059,-37.81787,144.82381
SF05269,5060,-37.8179,144.82403
SF05270,5061,-37.81783,144.82413
SF05271,5062,-37.81779,144.82415
SF05272,5063,-37.81763,144.82405
SF05273,5064,-37.8176,144.82399
SF05274,5065,-37.81759,144.82393
SF05275,5066,-37.81758,144.82382
SF05276,5067,-37.81758,144.82283
SF05277,5068,-37.81767,144.82309
SF05278,5069,-37.81767,144.82302
SF05279,5070,-37.81769,144.82298
SF05280,5071,-37.81773,144.82291
SF05281,5072,-37.81778,144.82283
SF05282,5073,-37.81788,144.82265
SF05283,5074,-37.81785,144.82239
SF05284,5075,-37.81795,144.82222
SF05285,5076,-37.81801,144.82243
SF05286,5077,-37.81825,144.82202
SF05287,5078,-37.81858,144.82255
SF05288,5079,-37.81878,144.82274
SF05289,5080,-37.81893,144.82264
SF05290,5081,-37.8192,144.82291
SF05291,5082,-37.81948,144.82316
SF05292,5083,-37.81933,144.82326
SF05293,5084,-37.81991,144.82332
SF05294,5085,-37.82001,144.82314
SF05295,5086,-37.82004,144.82311
SF05296,5087,-37.82002,144.82345
SF05297,5088,-37.82004,144.82339
SF05298,5089,-37.82031,144.82294
SF05299,5090,-37.82037,144.82282
SF05300,5091,-37.82025,144.82276
SF05301,5092,-37.82091,144.8214
SF05302,5093,-37.82093,144.82143
SF05303,5094,-37.8213,144.82126
SF05304,5095,-37.82131,144.82132
SF05305,5096,-37.82136,144.82128
SF05306,5097,-37.82146,144.82139
SF05307,5098,-37.82118,144.82111
SF05308,5099,-37.82158,144.82151
SF05309,5100,-37.82177,144.82169
SF05310,5101,-37.82207,144.82195
SF05311,5102,-37.82211,144.82198
SF05312,5103,-37.82227,144.82214
SF05313,5104,-37.82268,144.82255
SF05314,5105,-37.82256,144.82245
SF05315,5106,-37.82271,144.82256
SF05316,5107,-37.82275,144.82258
SF05317,5108,-37.82362,144.82423
SF05318,5109,-37.82336,144.82472
SF05319,5110,-37.82342,144.82466
SF05320,5111,-37.82353,144.82462
SF05321,5112,-37.82337,144.82456
SF05322,5113,-37.82341,144.82451
SF05323,5114,-37.82345,144.82448
SF05324,5115,-37.8232,144.82508
SF05326,5116,-37.82291,144.82617
SF05329,5117,-37.82412,144.82342
SF05330,5118,-37.82434,144.82305
SF05335,5119,-37.81923,144.81817
SF05336,5120,-37.81953,144.8177
SF05337,5121,-37.81998,144.81688
SF05338,5122,-37.82068,144.81575
SF05339,5123,-37.82049,144.81606
SF05340,5124,-37.82087,144.81509
SF05341,5125,-37.82098,144.81469
SF05342,5126,-37.82099,144.81463
SF05343,5127,-37.82107,144.8143
SF05344,5128,-37.82119,144.81446
SF05345,5129,-37.82131,144.81388
SF05346,5130,-37.82126,144.8141
SF05348,5131,-37.82137,144.81311
SF05349,5132,-37.82152,144.81308
SF05350,5133,-37.82167,144.81257
SF05351,5134,-37.8217,144.81242
SF05352,5135,-37.82172,144.81234
SF05353,5136,-37.82178,144.81216
SF05354,5137,-37.82179,144.81208
SF05355,5138,-37.822,144.81127
SF05356,5139,-37.823,144.81199
SF05357,5140,-37.82313,144.81204
SF05358,5141,-37.82163,144.81505
SF05359,5142,-37.82299,144.81542
SF05360,5143,-37.82121,144.81189
SF05361,5144,-37.82099,144.81161
SF05362,5145,-37.82094,144.81159
SF05363,5146,-37.8209,144.81157
SF05364,5147,-37.82076,144.81173
SF05365,5148,-37.82037,144.81135
SF05366,5149,-37.82021,144.81148
SF05367,5150,-37.81994,144.81135
SF05368,5151,-37.81982,144.81131
SF05369,5152,-37.81981,144.81111
SF05370,5153,-37.82027,144.8113
SF05373,5154,-37.81958,144.81121
SF05374,5155,-37.81948,144.81116
SF05375,5156,-37.81933,144.81111
SF05376,5157,-37.81886,144.81072
SF05377,5158,-37.81893,144.81075
SF05378,5159,-37.81898,144.81095
SF05379,5160,-37.81891,144.81096
SF05380,5161,-37.81904,144.81101
SF05381,5162,-37.81908,144.81099
SF05382,5163,-37.81912,144.81101
SF05383,5164,-37.81914,144.81105
SF05386,5165,-37.81973,144.8198
SF05387,5166,-37.81975,144.81982
SF05390,5167,-37.81998,144.82004
SF05391,5168,-37.82034,144.82036
SF05392,5169,-37.82033,144.82031
SF05393,5170,-37.82081,144.82078
SF05394,5171,-37.81997,144.82372
SF05395,5172,-37.81567,144.81203
SF05396,5173,-37.81563,144.81175
SF05397,5174,-37.81565,144.81188
SF05400,5175,-37.81771,144.80462
SF05401,5176,-37.81772,144.80475
SF05402,5177,-37.81773,144.80485
SF05403,5178,-37.81765,144.80537
SF05404,5179,-37.81764,144.8054
SF05405,5180,-37.81902,144.80765
SF05406,5181,-37.81904,144.80766
SF05407,5182,-37.81916,144.8077
SF05408,5183,-37.81923,144.80774
SF05409,5184,-37.81929,144.80778
SF05410,5185,-37.81933,144.8078
SF05411,5186,-37.81936,144.8078
SF05412,5187,-37.81943,144.80783
SF05413,5188,-37.81947,144.80785
SF05414,5189,-37.81957,144.80789
SF05415,5190,-37.82039,144.80719
SF05416,5191,-37.82066,144.80562
SF05417,5192,-37.8206,144.80584
SF05418,5193,-37.82052,144.80615
SF05419,5194,-37.82043,144.80647
SF05420,5195,-37.82103,144.8047
SF05421,5196,-37.82098,144.80486
SF05422,5197,-37.82077,144.8052
SF05423,5198,-37.82116,144.80436
SF05424,5199,-37.82178,144.80439
SF05425,5200,-37.82156,144.8045
SF05426,5201,-37.8219,144.80463
SF05427,5202,-37.82197,144.80466
SF05428,5203,-37.82203,144.80451
SF05429,5204,-37.82239,144.80483
SF05430,5205,-37.82249,144.80488
SF05431,5206,-37.82259,144.80492
SF05432,5207,-37.82272,144.805
SF05433,5208,-37.82321,144.80517
SF05434,5209,-37.82354,144.80535
SF05435,5210,-37.82303,144.80732
SF05436,5211,-37.823,144.80742
SF05437,5212,-37.82286,144.80796
SF05438,5213,-37.82291,144.80775
SF05439,5214,-37.82292,144.80771
SF05440,5215,-37.82277,144.80832
SF05441,5216,-37.82273,144.80845
SF05443,5217,-37.82123,144.80858
SF05444,5218,-37.82044,144.80826
SF05445,5219,-37.82055,144.8083
SF05446,5220,-37.82239,144.80976
SF05447,5221,-37.82237,144.80986
SF05448,5222,-37.82375,144.8046
SF05449,5223,-37.82378,144.80447
SF05450,5224,-37.82373,144.80408
SF05451,5225,-37.82361,144.80452
SF05452,5226,-37.82397,144.80373
SF05453,5227,-37.82382,144.80371
SF05454,5228,-37.8239,144.80401
SF05455,5229,-37.82392,144.80391
SF05456,5230,-37.82408,144.80332
SF05457,5231,-37.82442,144.80199
SF05458,5232,-37.82475,144.80075
SF05459,5233,-37.82473,144.8008
SF05460,5234,-37.82472,144.80084
SF05461,5235,-37.82471,144.80088
SF05462,5236,-37.82506,144.79956
SF05463,5237,-37.82504,144.79965
SF05464,5238,-37.82503,144.7997
SF05465,5239,-37.82502,144.79974
SF05466,5240,-37.82505,144.7996
SF05467,5241,-37.825,144.79979
SF05468,5242,-37.82499,144.79983
SF05469,5243,-37.82498,144.79986
SF05470,5244,-37.82497,144.79989
SF05471,5245,-37.82495,144.80001
SF05472,5246,-37.82522,144.79896
SF05473,5247,-37.8252,144.79904
SF05474,5248,-37.82519,144.79907
SF05475,5249,-37.82518,144.7991
SF05476,5250,-37.82591,144.79684
SF05477,5251,-37.82599,144.79662
SF05478,5252,-37.82606,144.79661
SF05484,5253,-37.82912,144.79632
SF05485,5254,-37.82895,144.79788
SF05486,5255,-37.82883,144.79821
SF05487,5256,-37.82883,144.79832
SF05488,5257,-37.82885,144.79842
SF05489,5258,-37.82899,144.79849
SF05490,5259,-37.8291,144.79871
SF05491,5260,-37.82944,144.7999
SF05492,5261,-37.82943,144.80266
SF05493,5262,-37.82957,144.80237
SF05494,5263,-37.83499,144.79764
SF05495,5264,-37.83618,144.79881
SF05496,5265,-37.83573,144.79978
SF05497,5266,-37.8357,144.79981
SF05498,5267,-37.83548,144.80027
SF05499,5268,-37.83543,144.80037
SF05500,5269,-37.83539,144.80048
SF05501,5270,-37.83534,144.80058
SF05502,5271,-37.83525,144.80077
SF05503,5272,-37.83474,144.80186
SF05504,5273,-37.83472,144.80193
SF05505,5274,-37.83454,144.80235
SF05506,5275,-37.8346,144.80222
SF05508,5276,-37.83402,144.80305
SF05509,5277,-37.83374,144.80399
SF05510,5278,-37.83318,144.80484
SF05511,5279,-37.8332,144.80481
SF05512,5280,-37.83281,144.80564
SF05513,5281,-37.83293,144.80576
SF05514,5282,-37.83291,144.80578
SF05515,5283,-37.83236,144.80695
SF05516,5284,-37.83215,144.80742
SF05517,5285,-37.83212,144.80746
SF05518,5286,-37.83204,144.80762
SF05519,5287,-37.83174,144.8079
SF05520,5288,-37.83094,144.80837
SF05521,5289,-37.83076,144.80837
SF05522,5290,-37.83026,144.80817
SF05523,5291,-37.83033,144.80842
SF05527,5292,-37.81473,144.7984
SF05528,5293,-37.81475,144.79834
SF05529,5294,-37.81523,144.79534
SF05530,5295,-37.81605,144.79523
SF05531,5296,-37.81637,144.79503
SF05532,5297,-37.81621,144.79505
SF05533,5298,-37.81717,144.79508
SF05534,5299,-37.81795,144.79482
SF05535,5300,-37.81383,144.78913
SF05536,5301,-37.81381,144.78892
SF05537,5302,-37.81381,144.78885
SF05538,5303,-37.81381,144.7886
SF05539,5304,-37.81378,144.78853
SF05540,5305,-37.81378,144.78845
SF05541,5306,-37.81378,144.78839
SF05543,5307,-37.81403,144.78733
SF05544,5308,-37.81411,144.78732
SF05545,5309,-37.81428,144.78729
SF05546,5310,-37.81434,144.78731
SF05547,5311,-37.81438,144.78728
SF05548,5312,-37.81446,144.78726
SF05549,5313,-37.81449,144.78729
SF05550,5314,-37.81454,144.78728
SF05551,5315,-37.81458,144.78724
SF05552,5316,-37.81466,144.78727
SF05553,5317,-37.81467,144.78723
SF05554,5318,-37.81476,144.78722
SF05555,5319,-37.81474,144.78746
SF05556,5320,-37.8152,144.78716
SF05557,5321,-37.81522,144.78721
SF05558,5322,-37.81502,144.78723
SF05559,5323,-37.8151,144.78721
SF05560,5324,-37.81487,144.78744
SF05561,5325,-37.8153,144.78714
SF05562,5326,-37.81539,144.78714
SF05563,5327,-37.81548,144.78712
SF05564,5328,-37.81557,144.78711
SF05565,5329,-37.81564,144.78714
SF05566,5330,-37.81575,144.78713
SF05567,5331,-37.81601,144.78707
SF05569,5332,-37.81607,144.78708
SF05570,5333,-37.81611,144.78706
SF05571,5334,-37.81614,144.78707
SF05572,5335,-37.8162,144.78704
SF05573,5336,-37.81622,144.78707
SF05574,5337,-37.81638,144.78702
SF05575,5338,-37.81647,144.78701
SF05576,5339,-37.81656,144.78699
SF05577,5340,-37.81692,144.78694
SF05578,5341,-37.81683,144.78695
SF05579,5342,-37.81665,144.78698
SF05580,5343,-37.81674,144.78696
SF05581,5344,-37.81747,144.7869
SF05582,5345,-37.81759,144.78688
SF05583,5346,-37.8177,144.78684
SF05584,5347,-37.81772,144.78687
SF05586,5348,-37.81798,144.7868
SF05587,5349,-37.81807,144.78679
SF05588,5350,-37.81816,144.78677
SF05589,5351,-37.81844,144.78674
SF05590,5352,-37.8183,144.78699
SF05593,5353,-37.8187,144.78671
SF05594,5354,-37.81879,144.78669
SF05595,5355,-37.81889,144.78668
SF05596,5356,-37.81898,144.78667
SF05597,5357,-37.81907,144.78666
SF05598,5358,-37.81916,144.78666
SF05601,5359,-37.81952,144.78662
SF05602,5360,-37.81961,144.78661
SF05603,5361,-37.81971,144.7866
SF05604,5362,-37.81988,144.78656
SF05605,5363,-37.8206,144.78689
SF05608,5364,-37.82176,144.78652
SF05609,5365,-37.82185,144.7865
SF05610,5366,-37.82189,144.78647
SF05611,5367,-37.82197,144.78647
SF05612,5368,-37.8221,144.78646
SF05614,5369,-37.82176,144.7863
SF05615,5370,-37.82186,144.78629
SF05616,5371,-37.82211,144.78626
SF05617,5372,-37.82212,144.7863
SF05618,5373,-37.82215,144.78628
SF05619,5374,-37.8222,144.78624
SF05620,5375,-37.82225,144.78627
SF05621,5376,-37.82229,144.78622
SF05622,5377,-37.82238,144.78621
SF05624,5378,-37.82248,144.78622
SF05625,5379,-37.82461,144.78591
SF05626,5380,-37.82471,144.7859
SF05627,5381,-37.8249,144.78588
SF05628,5382,-37.82499,144.78587
SF05629,5383,-37.82508,144.78586
SF05630,5384,-37.82517,144.78585
SF05631,5385,-37.82527,144.78584
SF05632,5386,-37.82546,144.78581
SF05633,5387,-37.82573,144.78578
SF05634,5388,-37.82591,144.78575
SF05635,5389,-37.82601,144.78574
SF05636,5390,-37.8262,144.78572
SF05637,5391,-37.8263,144.7857
SF05638,5392,-37.8264,144.78569
SF05639,5393,-37.82648,144.78568
SF05640,5394,-37.82657,144.78567
SF05641,5395,-37.82666,144.78565
SF05642,5396,-37.82675,144.78564
SF05643,5397,-37.82684,144.78562
SF05644,5398,-37.82693,144.78561
SF05646,5399,-37.82738,144.78555
SF05647,5400,-37.829,144.79541
SF05648,5401,-37.82841,144.78575
SF05649,5402,-37.82835,144.78584
SF05650,5403,-37.83089,144.78512
SF05651,5404,-37.8309,144.78517
SF05652,5405,-37.8311,144.78508
SF05653,5406,-37.83101,144.78516
SF05654,5407,-37.83114,144.78501
SF05655,5408,-37.83123,144.78501
SF05656,5409,-37.83127,144.78499
SF05657,5410,-37.83147,144.78501
SF05658,5411,-37.83147,144.78504
SF05659,5412,-37.83148,144.78507
SF05660,5413,-37.83172,144.78494
SF05661,5414,-37.83181,144.78492
SF05663,5415,-37.83229,144.78477
SF05664,5416,-37.83267,144.78469
SF05665,5417,-37.83388,144.78441
SF05666,5418,-37.83408,144.78436
SF05667,5419,-37.83576,144.78399
SF05668,5420,-37.83782,144.78467
SF05669,5421,-37.83784,144.78474
SF05670,5422,-37.83785,144.78482
SF05671,5423,-37.83789,144.78509
SF05672,5424,-37.8379,144.78515
SF05673,5425,-37.83823,144.78344
SF05674,5426,-37.83836,144.7834
SF05675,5427,-37.83877,144.78314
SF05676,5428,-37.84201,144.78448
SF05677,5429,-37.84209,144.78498
SF05678,5430,-37.8422,144.78602
SF05679,5431,-37.84218,144.78605
SF05680,5432,-37.84195,144.78623
SF05681,5433,-37.84147,144.7872
SF05682,5434,-37.84138,144.78777
SF05683,5435,-37.83996,144.79042
SF05684,5436,-37.83956,144.79128
SF05685,5437,-37.83947,144.79144
SF05686,5438,-37.83942,144.79157
SF05687,5439,-37.83937,144.79166
SF05688,5440,-37.83974,144.79126
SF05689,5441,-37.8397,144.79137
SF05691,5442,-37.84331,144.78449
SF05692,5443,-37.84333,144.78454
SF05693,5444,-37.84334,144.78459
SF05694,5445,-37.84335,144.78464
SF05695,5446,-37.84336,144.78468
SF05696,5447,-37.84337,144.78474
SF05697,5448,-37.84338,144.78478
SF05698,5449,-37.84338,144.78483
SF05699,5450,-37.84339,144.78488
SF05700,5451,-37.84342,144.78499
SF05701,5452,-37.84343,144.78504
SF05702,5453,-37.84345,144.7851
SF05703,5454,-37.84345,144.78515
SF05704,5455,-37.84346,144.78521
SF05705,5456,-37.84348,144.78525
SF05706,5457,-37.84348,144.78535
SF05707,5458,-37.84348,144.78541
SF05708,5459,-37.84348,144.78546
SF05709,5460,-37.84348,144.78551
SF05710,5461,-37.84348,144.78561
SF05711,5462,-37.84348,144.78569
SF05712,5463,-37.84348,144.78575
SF05713,5464,-37.84349,144.7858
SF05714,5465,-37.84349,144.78585
SF05715,5466,-37.8435,144.78593
SF05716,5467,-37.84349,144.786
SF05717,5468,-37.8435,144.78606
SF05718,5469,-37.84351,144.78611
SF05719,5470,-37.84351,144.78621
SF05720,5471,-37.84352,144.78627
SF05721,5472,-37.84375,144.78528
SF05722,5473,-37.84373,144.78533
SF05723,5474,-37.84373,144.78538
SF05724,5475,-37.84373,144.78542
SF05725,5476,-37.84373,144.78546
SF05726,5477,-37.84374,144.78555
SF05727,5478,-37.84374,144.78559
SF05731,5479,-37.84396,144.78486
SF05732,5480,-37.84384,144.78441
SF05733,5481,-37.84387,144.78411
SF05734,5482,-37.84386,144.78406
SF05735,5483,-37.84369,144.77981
SF05736,5484,-37.84367,144.7799
SF05737,5485,-37.84368,144.77999
SF05742,5486,-37.82756,144.78535
SF05743,5487,-37.82747,144.78536
SF05744,5488,-37.82729,144.78538
SF05745,5489,-37.8272,144.78539
SF05746,5490,-37.82671,144.78546
SF05747,5491,-37.82663,144.78547
SF05748,5492,-37.82653,144.78548
SF05749,5493,-37.82644,144.78549
SF05750,5494,-37.82637,144.7855
SF05751,5495,-37.82627,144.78552
SF05752,5496,-37.82617,144.78553
SF05753,5497,-37.82596,144.78556
SF05754,5498,-37.82587,144.78557
SF05755,5499,-37.82578,144.78558
SF05756,5500,-37.82568,144.78559
SF05757,5501,-37.82526,144.78564
SF05758,5502,-37.82517,144.78566
SF05759,5503,-37.82508,144.78567
SF05760,5504,-37.82498,144.78568
SF05761,5505,-37.82483,144.78571
SF05762,5506,-37.82433,144.78577
SF05763,5507,-37.82413,144.7858
SF05764,5508,-37.82307,144.78565
SF05765,5509,-37.82305,144.78547
SF05766,5510,-37.82304,144.78527
SF05767,5511,-37.82304,144.78522
SF05768,5512,-37.82302,144.78501
SF05769,5513,-37.82301,144.78491
SF05770,5514,-37.823,144.78481
SF05771,5515,-37.82325,144.78552
SF05772,5516,-37.82324,144.78541
SF05773,5517,-37.82324,144.7853
SF05774,5518,-37.82323,144.78519
SF05775,5519,-37.82322,144.78508
SF05776,5520,-37.82321,144.78497
SF05777,5521,-37.8232,144.78485
SF05778,5522,-37.82299,144.78457
SF05779,5523,-37.82297,144.78436
SF05780,5524,-37.82296,144.78424
SF05781,5525,-37.82295,144.78413
SF05782,5526,-37.82293,144.78402
SF05783,5527,-37.82293,144.78392
SF05784,5528,-37.82315,144.78429
SF05785,5529,-37.82314,144.78417
SF05786,5530,-37.82313,144.78406
SF05787,5531,-37.82312,144.78395
SF05788,5532,-37.82312,144.78383
SF05789,5533,-37.8231,144.78372
SF05790,5534,-37.82309,144.7836
SF05791,5535,-37.82306,144.78437
SF05792,5536,-37.82306,144.7843
SF05793,5537,-37.82305,144.7842
SF05794,5538,-37.82304,144.78409
SF05795,5539,-37.82303,144.78398
SF05796,5540,-37.8229,144.78361
SF05797,5541,-37.82299,144.78354
SF05798,5542,-37.82298,144.78342
SF05799,5543,-37.82308,144.78338
SF05800,5544,-37.82308,144.78326
SF05801,5545,-37.82307,144.78315
SF05802,5546,-37.82307,144.78303
SF05803,5547,-37.82298,144.78319
SF05804,5548,-37.82297,144.78307
SF05805,5549,-37.82298,144.78296
SF05806,5550,-37.82288,144.78326
SF05807,5551,-37.82288,144.78314
SF05808,5552,-37.82288,144.78303
SF05809,5553,-37.82288,144.78291
SF05810,5554,-37.82289,144.7828
SF05811,5555,-37.82308,144.7828
SF05812,5556,-37.82296,144.7823
SF05813,5557,-37.82304,144.78196
SF05814,5558,-37.82307,144.78185
SF05815,5559,-37.82309,144.78174
SF05816,5560,-37.82312,144.78163
SF05817,5561,-37.8232,144.7817
SF05818,5562,-37.82317,144.78181
SF05819,5563,-37.82315,144.78192
SF05820,5564,-37.82312,144.78199
SF05821,5565,-37.82325,144.78191
SF05822,5566,-37.82322,144.78201
SF05823,5567,-37.82319,144.78212
SF05824,5568,-37.82312,144.78246
SF05825,5569,-37.82309,144.78269
SF05826,5570,-37.82318,144.78129
SF05827,5571,-37.82317,144.78141
SF05828,5572,-37.82314,144.78152
SF05829,5573,-37.82323,144.78159
SF05830,5574,-37.82325,144.78147
SF05831,5575,-37.82327,144.78136
SF05832,5576,-37.82328,144.78125
SF05833,5577,-37.82333,144.78152
SF05834,5578,-37.82336,144.78142
SF05835,5579,-37.82337,144.78131
SF05836,5580,-37.82338,144.78119
SF05837,5581,-37.8234,144.78097
SF05838,5582,-37.8234,144.78086
SF05839,5583,-37.82341,144.78075
SF05840,5584,-37.82341,144.78064
SF05841,5585,-37.82331,144.78063
SF05842,5586,-37.82332,144.77954
SF05843,5587,-37.82334,144.77977
SF05844,5588,-37.82335,144.77988
SF05845,5589,-37.82336,144.77999
SF05846,5590,-37.82339,144.78022
SF05847,5591,-37.82339,144.78033
SF05848,5592,-37.8234,144.78044
SF05849,5593,-37.82331,144.78053
SF05850,5594,-37.82322,144.78061
SF05851,5595,-37.82322,144.78054
SF05852,5596,-37.82321,144.78042
SF05853,5597,-37.8232,144.7803
SF05854,5598,-37.82319,144.7802
SF05855,5599,-37.82318,144.78008
SF05856,5600,-37.82317,144.77997
SF05857,5601,-37.82317,144.77986
SF05858,5602,-37.82316,144.77975
SF05859,5603,-37.82316,144.77964
SF05860,5604,-37.82315,144.77956
SF05861,5605,-37.82311,144.77918
SF05862,5606,-37.82329,144.77928
SF05863,5607,-37.82328,144.77914
SF05864,5608,-37.82328,144.77905
SF05865,5609,-37.82327,144.77893
SF05866,5610,-37.82325,144.77882
SF05867,5611,-37.82308,144.77882
SF05868,5612,-37.82306,144.77849
SF05869,5613,-37.82304,144.77838
SF05870,5614,-37.82304,144.77828
SF05871,5615,-37.82323,144.77847
SF05872,5616,-37.82322,144.77836
SF05873,5617,-37.82321,144.77827
SF05874,5618,-37.82303,144.7782
SF05875,5619,-37.82302,144.77811
SF05876,5620,-37.82301,144.77799
SF05877,5621,-37.82301,144.7779
SF05878,5622,-37.823,144.7778
SF05879,5623,-37.82299,144.77768
SF05880,5624,-37.82298,144.77757
SF05881,5625,-37.82321,144.77818
SF05882,5626,-37.82319,144.77809
SF05883,5627,-37.82318,144.77796
SF05884,5628,-37.82318,144.77789
SF05885,5629,-37.82317,144.77777
SF05886,5630,-37.82316,144.77766
SF05887,5631,-37.82315,144.77755
SF05888,5632,-37.82314,144.77744
SF05889,5633,-37.82313,144.77733
SF05890,5634,-37.82313,144.77721
SF05891,5635,-37.82311,144.7771
SF05892,5636,-37.8231,144.77697
SF05893,5637,-37.82309,144.77688
SF05894,5638,-37.82308,144.77677
SF05895,5639,-37.82307,144.77664
SF05896,5640,-37.82306,144.77653
SF05897,5641,-37.82304,144.77641
SF05898,5642,-37.82296,144.77734
SF05899,5643,-37.82295,144.77723
SF05900,5644,-37.82294,144.77712
SF05901,5645,-37.82292,144.77689
SF05902,5646,-37.82291,144.77678
SF05903,5647,-37.8229,144.77667
SF05904,5648,-37.82289,144.77655
SF05905,5649,-37.82288,144.77644
SF05906,5650,-37.82301,144.7763
SF05907,5651,-37.82288,144.77633
SF05908,5652,-37.82288,144.77537
SF05909,5653,-37.82287,144.77524
SF05910,5654,-37.82287,144.77504
SF05911,5655,-37.82286,144.77493
SF05912,5656,-37.82285,144.77481
SF05913,5657,-37.82284,144.7747
SF05914,5658,-37.82283,144.77458
SF05915,5659,-37.82282,144.77448
SF05916,5660,-37.82281,144.77437
SF05917,5661,-37.82281,144.77425
SF05918,5662,-37.82279,144.77414
SF05919,5663,-37.82279,144.77403
SF05920,5664,-37.82278,144.77391
SF05921,5665,-37.82277,144.77381
SF05922,5666,-37.82276,144.77369
SF05923,5667,-37.82275,144.77358
SF05924,5668,-37.82274,144.77347
SF05925,5669,-37.82273,144.77336
SF05926,5670,-37.82272,144.77325
SF05927,5671,-37.82271,144.77314
SF05928,5672,-37.8227,144.77302
SF05929,5673,-37.8227,144.77295
SF05930,5674,-37.82269,144.77284
SF05931,5675,-37.82267,144.77269
SF05932,5676,-37.82266,144.7726
SF05933,5677,-37.82266,144.77249
SF05934,5678,-37.82265,144.77237
SF05935,5679,-37.82264,144.77226
SF05936,5680,-37.82264,144.77215
SF05937,5681,-37.82263,144.77203
SF05938,5682,-37.82269,144.77185
SF05939,5683,-37.82278,144.77184
SF05940,5684,-37.82252,144.77171
SF05941,5685,-37.82259,144.7717
SF05942,5686,-37.82268,144.77168
SF05943,5687,-37.82275,144.77168
SF05944,5688,-37.82235,144.77173
SF05945,5689,-37.82293,144.77165
SF05946,5690,-37.82302,144.77164
SF05947,5691,-37.82311,144.77162
SF05948,5692,-37.82324,144.7715
SF05949,5693,-37.82323,144.77139
SF05950,5694,-37.82287,144.77182
SF05951,5695,-37.82296,144.77181
SF05952,5696,-37.82304,144.7718
SF05953,5697,-37.82313,144.77179
SF05954,5698,-37.82326,144.77178
SF05955,5699,-37.82335,144.77176
SF05956,5700,-37.82344,144.77175
SF05957,5701,-37.82337,144.77145
SF05958,5702,-37.82336,144.77135
SF05959,5703,-37.82314,144.77028
SF05960,5704,-37.82315,144.7704
SF05961,5705,-37.82316,144.77051
SF05962,5706,-37.82316,144.77062
SF05963,5707,-37.82317,144.77071
SF05964,5708,-37.82318,144.77082
SF05965,5709,-37.82319,144.77094
SF05966,5710,-37.82321,144.77116
SF05967,5711,-37.8232,144.77105
SF05968,5712,-37.82322,144.77128
